route_type,route_id,surface,renderer_family,record_id,source_offset,source_char,source_codepoint,display,action,dom_class,first_visible_exists,first_visible_offset,first_visible_char,first_visible_width
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_intra_break,PASSION24.TEXT.RELATED_HOUR_15.BODY.P023,10,C,U+0043,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,10,C,
library,PASSION24.TEXT.RELATED_HOUR_15,library,speech_presentation_break,PASSION24.TEXT.RELATED_HOUR_15.BODY.P109,426, ,U+0020,block,,speech-end-visual-break speech-presentation-visual-break,True,427,P,
library,PASSION24.TEXT.RELATED_HOUR_15,library,ldc_intra_break,PASSION24.TEXT.RELATED_HOUR_15.BODY.P180,71,d,U+0064,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,71,d,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_16,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
