record_id,text,record_class,doc_id,doc_order,record_order,title,surface,source_index
PASSION24.HOUR.01.P001,"Ô Maman céleste, l’heure de la séparation approche, et je me joins à toi. Ô Mère, communique-moi ton Amour et fais-moi partager tes Réparations. Communique-moi ta Douleur car, avec toi, je veux suivre pas à pas mon adorable Jésus.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,1,Jésus fait ses adieux à sa Mère,hour_meditation,1
PASSION24.HOUR.01.P002,"Et voici que Jésus vient. Tu cours à sa rencontre l’âme toute débordante d’Amour. En Le voyant si pâle et si triste, ton Cœur se serre, les forces te manquent et tu te sens sur le point de t’écrouler.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,2,Jésus fait ses adieux à sa Mère,hour_meditation,2
PASSION24.HOUR.01.P003,"Ô ma douce Maman, sais-tu pourquoi l’adorable Jésus est venu te rencontrer ? Il est venu te faire ses adieux, te dire ses dernières Paroles et recevoir tes derniers embrassements.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,3,Jésus fait ses adieux à sa Mère,hour_meditation,3
PASSION24.HOUR.01.P004,"Ô Mère, je me serre contre toi avec toute la tendresse dont est capable mon cœur, afin que, pressée contre toi, moi aussi je puisse recevoir les embrassements de l’adorable Jésus.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,4,Jésus fait ses adieux à sa Mère,hour_meditation,4
PASSION24.HOUR.01.P005,"Me dédaigneras-tu ? N’est-ce pas plutôt un réconfort pour ton Cœur d’avoir une âme unie à toi pour partager tes Afflictions et tes Réparations ! Ô Jésus, en cette heure si navrante pour ton Cœur infiniment tendre, quel Enseignement nous donnes-Tu d’obéissance filiale et amoureuse à ta Maman !",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,5,Jésus fait ses adieux à sa Mère,hour_meditation,5
PASSION24.HOUR.01.P006,Quelle douce harmonie existe entre Toi et elle ! Quel enchantement suave d’Amour s’élève jusqu’au Trône de l’Éternel et se disperse pour le salut de toutes tes créatures !,hour_meditation,PASSION24.HOUR.01.MEDITATION,1,6,Jésus fait ses adieux à sa Mère,hour_meditation,6
PASSION24.HOUR.01.P007,"Ô ma céleste Maman, sais-tu ce que veut de toi l’adorable Jésus ? Rien d’autre que ta dernière bénédiction. Il est vrai que de toutes les parcelles de ton être ne sortent que bénédictions et louanges pour ton Créateur.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,7,Jésus fait ses adieux à sa Mère,hour_meditation,7
PASSION24.HOUR.01.P008,"Mais en te faisant ses adieux, Jésus veut entendre de ta Bouche ces douces Paroles : « Je Te bénis, ô Fils ! » Cette bénédiction remédiera aux offenses des créatures, et, douce et suave, descendra jusqu’à son Cœur.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,8,Jésus fait ses adieux à sa Mère,hour_meditation,8
PASSION24.HOUR.01.P009,"Je m’unis à toi, ô douce Maman. Et sur les ailes du vent, je veux parcourir le Ciel pour demander au Père, au Saint-Esprit et à tous les anges, un « Je Te bénis » pour Jésus, afin que je puisse Lui apporter ces bénédictions.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,9,Jésus fait ses adieux à sa Mère,hour_meditation,9
PASSION24.HOUR.01.P010,"Et ici, sur cette terre, je veux aller chez toutes les créatures et demander que chaque bouche, chaque battement de cœur, chaque pas, chaque respiration, chaque regard, chaque pensée, disent un « je Te bénis » à Jésus. Et si certaines personnes refusent, je veux le dire à leur place.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,10,Jésus fait ses adieux à sa Mère,hour_meditation,10
PASSION24.HOUR.01.P011,"Ô douce Maman, après avoir couru partout pour demander à la Sainte Trinité, aux anges, à toutes les créatures, à la lumière du soleil, au parfum des fleurs, aux vagues de la mer, à tout souffle du vent, à toute étincelle de feu, à toute feuille qui bouge, à tout scintillement d’étoile, à tout mouvement de la nature, un « je Te bénis » pour Jésus, j’en viens à toi et à tes bénédictions, auxquelles je joins les miennes.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,11,Jésus fait ses adieux à sa Mère,hour_meditation,11
PASSION24.HOUR.01.P012,"Ma douce Maman, je vois que tu en reçois du réconfort et du soulagement.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,12,Jésus fait ses adieux à sa Mère,hour_meditation,12
PASSION24.HOUR.01.P013,"Toutes ces bénédictions, tu les offres à Jésus en réparation des blasphèmes qu’Il reçoit des créatures.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,13,Jésus fait ses adieux à sa Mère,hour_meditation,13
PASSION24.HOUR.01.P014,"Mais tandis que tu présentes ces bénédictions à Jésus, j’entends ta Voix émue qui Lui dit : « Fils, bénis-moi aussi ! » Ô Jésus, mon doux Amour, bénis-moi aussi avec ta Mère. Bénis mes pensées, mon cœur, mes mains, mes pas, mes œuvres. Bénis toutes les créatures.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,14,Jésus fait ses adieux à sa Mère,hour_meditation,14
PASSION24.HOUR.01.P015,"Ô ma Mère, en admirant le Visage de ton Jésus si affligé et si triste, se réveille en toi la vue déchirante des Souffrances que bientôt Il devra souffrir.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,15,Jésus fait ses adieux à sa Mère,hour_meditation,15
PASSION24.HOUR.01.P016,"Tu vois d’avance son Visage couvert de crachats, sa Tête transpercée par les épines, ses Yeux bandés, son Corps torturé par les coups de fouet, ses Mains et ses Pieds percés par les clous.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,16,Jésus fait ses adieux à sa Mère,hour_meditation,16
PASSION24.HOUR.01.P017,"Et tu Le bénis. À l’endroit où Il est sur le point d’aller, tu L’accompagnes avec tes bénédictions. À tes côtés, je L’accompagne moi aussi.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,17,Jésus fait ses adieux à sa Mère,hour_meditation,17
PASSION24.HOUR.01.P018,"Quand Jésus sera frappé par les fouets, transpercé par les clous, giflé, couronné d’épines, partout Il trouvera en même temps que les tiens, mes « je Te bénis ».",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,18,Jésus fait ses adieux à sa Mère,hour_meditation,18
PASSION24.HOUR.01.P019,"Ô Jésus, ô Marie, comme je compatis avec Vous deux ! Immense est votre Souffrance en ces derniers moments. On a l’impression que le Cœur de l’un déchire le Cœur de l’autre.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,19,Jésus fait ses adieux à sa Mère,hour_meditation,19
PASSION24.HOUR.01.P020,"Tendre Mère, arrache mon cœur à la terre et attache-le bien fort à Celui de Jésus. Ainsi bien serré contre Lui, qu’il prenne part à tes Souffrances et aux Siennes.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,20,Jésus fait ses adieux à sa Mère,hour_meditation,20
PASSION24.HOUR.01.P021,"Tandis que Vous Vous embrasserez, que Vous Vous donnerez vos derniers Regards, vos derniers Baisers, alors, comme moi je serai entre vos deux Cœurs, que je reçoive ces derniers Baisers, ces derniers Embrassements. Ne voyez-Vous pas que je ne puis être sans Vous ?",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,21,Jésus fait ses adieux à sa Mère,hour_meditation,21
PASSION24.HOUR.01.P022,"Jésus, Maman, tenez-moi serrée contre Vous, donnez-moi votre Amour, votre Vouloir, dardez mon pauvre cœur, serrez-moi entre vos Bras.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,22,Jésus fait ses adieux à sa Mère,hour_meditation,22
PASSION24.HOUR.01.P023,"Avec toi, ô douce Mère, je veux suivre pas à pas l’adorable Jésus, avec l’intention de Lui donner du réconfort, du soulagement, de l’amour et de la réparation au nom de tous.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,23,Jésus fait ses adieux à sa Mère,hour_meditation,23
PASSION24.HOUR.01.P024,"Ô Jésus, avec ta Maman, je donne un baiser à ton Pied gauche, en Te priant de me pardonner et de pardonner à toutes les créatures pour toutes les fois que nous avons refusé de cheminer vers Dieu. Gloire au Père,…",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,24,Jésus fait ses adieux à sa Mère,hour_meditation,24
PASSION24.HOUR.01.P025,"Je donne un baiser à ton Pied droit. Pardonne-moi et pardonne à toutes les créatures toutes les fois que nous n’avons pas poursuivi la sainteté que Tu voulais pour nous. Gloire au Père,…",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,25,Jésus fait ses adieux à sa Mère,hour_meditation,25
PASSION24.HOUR.01.P026,"Je donne un baiser à ta Main gauche ; communique-nous ta Pureté. Gloire au Père,…",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,26,Jésus fait ses adieux à sa Mère,hour_meditation,26
PASSION24.HOUR.01.P027,"Je donne un baiser à ta Main droite pour que Tu bénisses toutes mes émotions, mes affections et mes pensées, afin que, valorisées par cette bénédiction, elles deviennent toutes saintes. Et avec moi, bénis aussi toutes les créatures et scelle le salut de leur âme. Gloire au Père,…",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,27,Jésus fait ses adieux à sa Mère,hour_meditation,27
PASSION24.HOUR.01.P028,"Ô Jésus, avec ta Maman je T’embrasse. Je donne un baiser à ton Cœur. Je Te prie de placer mon cœur entre les vôtres, pour qu’il s’alimente continuellement de vos Épanchements d’Amour, de vos Douleurs, de vos Affections, de vos Désirs et de vos Vies mêmes. Amen.",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,28,Jésus fait ses adieux à sa Mère,hour_meditation,28
PASSION24.HOUR.01.P029,"Gloire au Père,…",hour_meditation,PASSION24.HOUR.01.MEDITATION,1,29,Jésus fait ses adieux à sa Mère,hour_meditation,29
PASSION24.HOUR.01.REF.P001,"Avant de commencer à subir sa Passion, Jésus va chez sa Mère pour lui demander sa bénédiction. Par cet Acte, Il nous enseigne l’obéissance, non seulement extérieure, mais intérieure, qu’il nous faut avoir pour répondre aux inspirations de la Grâce.",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,1,Jésus fait ses adieux à sa Mère,hour_reflection,1
PASSION24.HOUR.01.REF.P002,"Parfois nous ne sommes pas prêts à répondre à une bonne inspiration, soit parce que nous sommes freinés par notre amour-propre joint à la tentation, soit par respect humain, soit pour éviter de nous faire violence.",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,2,Jésus fait ses adieux à sa Mère,hour_reflection,2
PASSION24.HOUR.01.REF.P003,"Mais le refus de donner suite à une inspiration, de pratiquer une vertu, de faire une bonne œuvre, de pratiquer une dévotion, incite le Seigneur à se retirer.",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,3,Jésus fait ses adieux à sa Mère,hour_reflection,3
PASSION24.HOUR.01.REF.P004,Ceci amène la diminution de ses bonnes inspirations. Mais la réponse prompte et prudente aux saintes inspirations nous attire plus de Lumière et de Grâces.,hour_reflection,PASSION24.HOUR.01.REFLECTION,2,4,Jésus fait ses adieux à sa Mère,hour_reflection,4
PASSION24.HOUR.01.REF.P005,"Dans les cas douteux, il faut recourir promptement aux grands moyens de la prière et aux conseils éclairés. Ainsi le Bon Dieu ne cessera d’illuminer notre âme par ses bonnes inspirations. Nos actions, nos prières, la pratique des Heures de la Passion, nous devons les faire dans les mêmes intentions que Jésus, dans sa Divine Volonté, en nous sacrifiant comme Lui pour la Gloire du Père et pour le bien des âmes.",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,5,Jésus fait ses adieux à sa Mère,hour_reflection,5
PASSION24.HOUR.01.REF.P006,"Nous devons nous mettre dans la disposition de nous sacrifier par amour pour Jésus, en nous conformant à son Esprit, en agissant avec ses propres Sentiments et en nous abandonnant à Lui, non seulement dans les souffrances et les contrariétés extérieures, mais plus encore en toute chose qu’Il pourra nous inspirer dans notre for intérieur.",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,6,Jésus fait ses adieux à sa Mère,hour_reflection,6
PASSION24.HOUR.01.REF.P007,"Et si l’occasion se présente, nous devons être prêts à accepter n’importe quelle peine.",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,7,Jésus fait ses adieux à sa Mère,hour_reflection,7
PASSION24.HOUR.01.REF.P008,"En agissant ainsi, nous donnerons à notre Jésus de petites gorgées de douceur. Et si nous faisons tout cela dans la Volonté de Dieu, qui contient immensément toutes les douceurs et tous les contentements, nous Lui donnerons de larges gorgées de douceur, afin d’atténuer le poison que Lui causent les créatures et de consoler son divin Cœur.",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,8,Jésus fait ses adieux à sa Mère,hour_reflection,8
PASSION24.HOUR.01.REF.P009,"Avant de commencer une action, invoquons toujours la bénédiction de Dieu, afin que cette action ait le sceau de la Divinité et que cette bénédiction de Dieu s’étende à toutes les créatures. Mon Jésus, que ta Bénédiction me précède, m’accompagne et me suive, afin que tout ce que je fais porte l’empreinte de ton « Je te bénis ».",hour_reflection,PASSION24.HOUR.01.REFLECTION,2,9,Jésus fait ses adieux à sa Mère,hour_reflection,9
PASSION24.HOUR.02.P001,"Mon adorable Jésus, j’ai pris part à tes Souffrances et à celles de ta Maman dans vos dernières Étreintes. Je vois que Tu Te décides à partir pour aller là où T’appelle la Volonté du Père. Il est si grand l’Amour entre Toi et ta Mère, ta douce Reine, qu’il Vous rend inséparables.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,1,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,1
PASSION24.HOUR.02.P002,"Tu habites sans cesse son Cœur et elle habite sans cesse ton Cœur. Autrement, il Vous serait impossible de Vous séparer.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,2,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,2
PASSION24.HOUR.02.P003,Vous Vous bénissez l’un l’autre. Tu lui donnes ton dernier Baiser pour la fortifier dans les cruelles Souffrances qu’elle est sur le point de supporter.,hour_meditation,PASSION24.HOUR.02.MEDITATION,3,3,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,3
PASSION24.HOUR.02.P004,"Tu lui dis ton dernier adieu et Tu pars. Mais la pâleur de ta Face, tes Lèvres tremblantes, ta Voix étouffée par les sanglots, tout me dit combien Tu aimes ta Maman et combien Tu souffres de la quitter.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,4,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,4
PASSION24.HOUR.02.P005,"Mais pour accomplir la Volonté du Père, vos Cœurs fondus l’un dans l’autre, Vous Vous soumettez à tout.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,5,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,5
PASSION24.HOUR.02.P006,"Vous voulez réparer pour ceux qui, pour ne pas avoir à surmonter les tendresses et les attachements humains, même ceux qui sont licites et saints, ne se préoccupent pas d’accomplir la sainte Volonté de Dieu et de correspondre à l’état de sainteté auquel Dieu les appelle.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,6,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,6
PASSION24.HOUR.02.P007,"Quelles Souffrances ne Te donnent pas ces âmes qui repoussent ton Amour, se bornant à l’amour des créatures ! Mon Jésus, permets-moi de rester un peu avec ta Maman pour la consoler et pour la soutenir après ton départ. Par la suite, j’accélérerai le pas pour Te rejoindre. Mais à ma grande souffrance, je vois que ta Maman, angoissée, tremble.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,7,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,7
PASSION24.HOUR.02.P008,"Elle est si grande sa Douleur que, tandis qu’elle veut Te dire adieu, sa Voix s’étouffe sur ses Lèvres. Elle s’évanouit presque. Et dans son tourment d’Amour, elle dit :",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,8,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,8
PASSION24.HOUR.02.P009,"« Mon Fils, mon Fils, je Te bénis ! Quelle cruelle séparation, plus pénible que toute mort ! »",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,9,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,9
PASSION24.HOUR.02.P010,"La douleur l’empêche de parler davantage. Reine accablée, laisse-moi te soutenir, essuyer tes Larmes et compatir à ta Souffrance. Ma douce Maman, je ne veux pas te laisser seule. Prends-moi avec toi. En ces moments si douloureux pour toi et pour Jésus, enseigne-moi ce que je dois faire, comment je dois défendre Jésus, comment je peux réparer et Le consoler.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,10,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,10
PASSION24.HOUR.02.P011,"Non, je ne te quitterai pas. Et au moindre signe de ta part, je volerai vers Jésus. Je Lui offrirai ton Amour et tes Baisers, auxquels je joindrai les miens. Je les déposerai dans ses saintes Plaies et dans chaque goutte de son Sang versé, afin que ses Peines soient soulagées. Puis je reviendrai à toi. Je t’apporterai ses Baisers pour soulager ton Cœur transpercé. Maman, je veux maintenant rejoindre Jésus. Tandis que je baise tes mains maternelles, tu me bénis comme tu as béni Jésus. Et tu me permets d’aller à Lui.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,11,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,11
PASSION24.HOUR.02.P012,"Ô Jésus, mon amour me guide rapidement vers Toi. Je Te rejoins tandis que Tu parcours les rues de Jérusalem avec tes disciples. Je Te vois encore tout pâle et j’entends ta douce Voix. Mais elle est si triste qu’elle brise le cœur de tes disciples. Tu leur dis : « C’est la dernière fois que Je parcours librement ces rues. Demain, Je les parcourrai, lié, traîné et conspué de mille façons. »",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,12,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,12
PASSION24.HOUR.02.P013,"Montrant du doigt les endroits où Tu seras particulièrement déshonoré et torturé, Tu poursuis :",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,13,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,13
PASSION24.HOUR.02.P014,"« Ma Vie est sur le point de s’éteindre ici-bas comme le soleil est sur le point de se coucher. Demain à pareille heure, Je n’y serai plus ! Mais en tant que Soleil, Je ressusciterai le troisième jour. » À ces propos, les apôtres sont tout tristes et ne savent que répondre.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,14,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,14
PASSION24.HOUR.02.P015,"Tu ajoutes : « Courage, ne vous laissez pas abattre, Je serai toujours avec vous. Cependant, il est nécessaire que Je meure pour le bien de tous. » D’une Voix émue, Tu continues à les instruire. Avant de rentrer dans le Cénacle, Tu regardes le soleil qui se couche et qui, comme ta Vie, est sur le point de s’éteindre.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,15,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,15
PASSION24.HOUR.02.P016,"Tu offres tes derniers Pas pour ceux qui sont au déclin de leur vie terrestre. Tu leur donnes la grâce de s’éteindre en Toi. Tu répares pour ceux qui, en dépit des déboires et des désillusions de la vie, s’obstinent à ne pas se tourner vers leur Créateur. Tu regardes Jérusalem où Tu as accompli tant de prodiges et de miracles et qui est en train de préparer ta Croix, aiguisant les clous pour accomplir le déicide.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,16,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,16
PASSION24.HOUR.02.P017,"Tu frémis. Ton Cœur est brisé et Tu pleures sa destruction prochaine. Par cela Tu répares pour tant d’âmes consacrées. Par tant de soins, Tu cherches à faire d’elles des prodiges de ton Amour. Mais elles ne répondent pas à tes attentes et Te font souffrir davantage. Je veux réparer avec Toi et ainsi soulager ton Cœur brisé. Détournant ton Regard de la ville de Jérusalem qui Te fait horreur, Tu entres dans le Cénacle.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,17,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,17
PASSION24.HOUR.02.P018,"Mon Amour, serre-moi sur ton Cœur, afin que je partage tes Souffrances pour les offrir avec Toi au Père. Bénis mon âme.",hour_meditation,PASSION24.HOUR.02.MEDITATION,3,18,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_meditation,18
PASSION24.HOUR.02.REF.P001,"Bien que son Cœur infiniment tendre en soit déchiré, c’est promptement que Jésus Se sépare de sa Très Sainte Mère. Et nous, sommes-nous prompts à sacrifier nos affections, même les plus légitimes et les plus saintes, si la Divine Volonté nous le demande ?",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,1,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,1
PASSION24.HOUR.02.REF.P002,"Et savons-nous aussi, le cas échéant, accepter que la Présence divine sensible ou la dévotion sensible s’éloigne de nous ?",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,2,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,2
PASSION24.HOUR.02.REF.P003,"Pendant qu’Il faisait ses derniers Pas dans Jérusalem, Jésus glorifiait le Père et Lui demandait le salut des âmes. Dans nos pas à nous, est-ce que nous nourrissons les mêmes intentions que Jésus en sachant intercéder pour la Gloire du Père et pour le bien des âmes ?",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,3,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,3
PASSION24.HOUR.02.REF.P004,"Mettons nos pas dans ceux de Jésus ! Jésus portait dans ses Pas tous les pas des créatures. Il réparait leurs mauvaises démarches et leur montrait comment cheminer sur ses chemins. Lorsque nous marchons, sommes-nous modestes et recueillis de manière à être un exemple pour les autres ?",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,4,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,4
PASSION24.HOUR.02.REF.P005,"Tandis que Jésus, tout affligé, cheminait dans Jérusalem, Il adressait de temps à autre la parole à ses apôtres, leur parlant de sa Passion imminente.",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,5,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,5
PASSION24.HOUR.02.REF.P006,"Et nous, dans nos conversations, est-ce qu’à l’occasion nous savons prendre pour thème des événements de la Vie de Jésus ou certains de ses Enseignements ?",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,6,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,6
PASSION24.HOUR.02.REF.P007,"Voyant les apôtres tristes et découragés, Jésus cherchait à les réconforter. Lors de nos conversations,",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,7,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,7
PASSION24.HOUR.02.REF.P008,– savons-nous manifester notre volonté de toujours nous ajuster à Jésus ?,hour_reflection,PASSION24.HOUR.02.REFLECTION,4,8,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,8
PASSION24.HOUR.02.REF.P009,– cherchons-nous à infuser son Esprit dans les autres ?,hour_reflection,PASSION24.HOUR.02.REFLECTION,4,9,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,9
PASSION24.HOUR.02.REF.P010,"Jésus Se rend au Cénacle. Nos pensées, nos affections, nos émotions, nos prières, nos actions, notre nourriture, notre travail, nous devons les associer à Jésus en action. Ce faisant, nos actions s’ajusteront aux manières de voir divines. Mais comme il est difficile de conserver toujours cette attitude divine, parce que l’âme peut difficilement fondre continuellement ses actes en Lui, elle peut y suppléer par la disposition de sa bonne volonté. Jésus l’agréera tellement qu’Il Se fera la Sentinelle vigilante de chacune de ses pensées, de chacune de ses paroles et de chacun de ses battements de cœur. Il les placera en cortège au-dedans et au-dehors de Lui-même et les regardera avec grand Amour comme les fruits de la bonne volonté de la créature. Quand l’âme fait ses actions avec Jésus, Jésus Se sent tellement attiré par cette âme qu’Il change en Actes divins les actions de cette créature. Tout cela est l’effet de sa Bonté. Elle tient compte de tout et récompense tout, même une petite action faite dans sa Volonté, afin que la créature ne soit privée d’aucun acte accompli dans sa Volonté. Ma Vie et mon Tout, que tes Pas dirigent les miens. Pendant que je foule la terre avec mes pieds, que mes pensées soient dans ton Ciel !",hour_reflection,PASSION24.HOUR.02.REFLECTION,4,10,Jésus se sépare de sa Très Sainte Mère et se rend au Cénacle,hour_reflection,10
PASSION24.HOUR.03.P001,"Tu Te mets à table avec eux. Combien de douceur et d’affabilité ne montres-Tu pas alors que Tu T’apprêtes à prendre de la nourriture matérielle pour la dernière fois ! Tout est Amour en Toi ! Ici, Tu répares nos péchés de gourmandise. Par ta prière, Tu sanctifies la nourriture. Jésus, ton Regard doux et pénétrant semble scruter chacun de tes apôtres. Et pendant que Tu prends ta nourriture, ton Cœur est transpercé de voir tes apôtres faibles et mous, surtout le perfide Judas, qui a déjà un pied dans l’enfer.",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,1,La Cène légale,hour_meditation,1
PASSION24.HOUR.03.P002,"Dans le fond de ton Cœur, Tu Te dis avec amertume :",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,2,La Cène légale,hour_meditation,2
PASSION24.HOUR.03.P003,« Quelle est l’utilité de mon Sang ? Voilà qu’une âme à laquelle J’ai fait tant de bien est perdue ! »,hour_meditation,PASSION24.HOUR.03.MEDITATION,5,3,La Cène légale,hour_meditation,3
PASSION24.HOUR.03.P004,"Et de tes Yeux étincelants de Lumière et d’Amour, Tu le regardes, comme si Tu voulais lui faire prendre conscience du grand mal qu’il est sur le point de commettre. Mais ta Charité suprême Te fait supporter cette Souffrance. Tu T’abstiens de la manifester à tes apôtres.",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,4,La Cène légale,hour_meditation,4
PASSION24.HOUR.03.P005,"Tu T’affliges à cause de Judas. En même temps, ton Cœur s’emplit de joie à voir à ta gauche ton disciple bien-aimé, Jean, au point que, ne pouvant plus contenir ton débordement d’Amour, Tu l’attires doucement vers Toi, Tu lui fais poser la tête sur ton Cœur et Tu lui fais éprouver d’avance le Paradis. Et à cette heure solennelle, deux de tes disciples représentent deux mondes : celui des réprouvés et celui des élus.",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,5,La Cène légale,hour_meditation,5
PASSION24.HOUR.03.P006,"Le monde des réprouvés est représenté par Judas, qui a déjà l’enfer au Cœur. Le monde des élus est représenté par Jean, qui se repose sur ton Cœur dans la joie.",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,6,La Cène légale,hour_meditation,6
PASSION24.HOUR.03.P007,"Ô mon doux Bien, moi aussi je me mets tout près de Toi. Avec ton disciple bien-aimé, je veux appuyer ma tête fatiguée sur ton Cœur adorable. Et je Te prie de me faire sentir, même sur cette terre, les délices du Ciel. Que cette terre soit Ciel pour moi. Que je sois enivrée par les douces harmonies de ton Cœur. En cet instant, je sens en Toi de douloureux battements de Cœur à cause des âmes perdues !",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,7,La Cène légale,hour_meditation,7
PASSION24.HOUR.03.P008,"Ô Jésus, de grâce, ne permets pas que de nouvelles âmes se perdent. Fais que les pulsations de ton Cœur résonnent dans ces âmes, leur fassent entendre les pulsations de la Vie dans le Ciel, comme les entendit ton disciple bien-aimé Jean.",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,8,La Cène légale,hour_meditation,8
PASSION24.HOUR.03.P009,"Fais qu’attirées par la suavité et la douceur de ton Amour, elles cèdent devant Toi ! Ô Jésus, tandis que ma tête est posée sur ton Cœur, donne-moi, à moi aussi, la nourriture, comme Tu la donnas aux apôtres : la nourriture de l’Amour, celle de tes Paroles, celle de ta Divine Volonté.",hour_meditation,PASSION24.HOUR.03.MEDITATION,5,9,La Cène légale,hour_meditation,9
