paragraph_id,text_sha256,masked_host_text
PASSION24.TEXT.RELATED_HOUR_20.BODY.P015,4975b104698e473048735269834389242d97d5f24a3d35b6880238972eda3e3a,"⟦Q:JESUS⟧» Plus tard, en recevant l'absolution de mon confesseur, je me disais : «"
PASSION24.TEXT.RELATED_HOUR_20.BODY.P023,aad0576b9088c062d9a47e893f8f3b1d1514d71113f6460583bf50207371f6f4,"⟦Q:JESUS⟧» Puis, Il disparut. Quelques heures plus tard, Il revint et ajouta : «"
PASSION24.TEXT.RELATED_HOUR_20.BODY.P024,f06b85ef7b574bc100e894d80bb6ea09b0fc5741720b0a897f362a6e5fe8cf2f,"⟦Q:JESUS⟧» Cela dit, Il approcha sa Bouche de la mienne et, presque en tremblant, je Lui donnai mon baiser. Celui-ci produisit un Son harmonieux jamais entendu auparavant, qui s'éleva très haut et se diffusa sur toutes les choses et toutes les créatures. Ensuite, avec un amour inexprimable, Il me dit : «"
PASSION24.TEXT.RELATED_HOUR_20.BODY.P028,0b59ba62e1fc1dfa47778bc6c91b1435e901f8a5378f09b843ef655ed05a584b,"⟦Q:JESUS⟧» Ensuite, Il disparut. Quant à moi, je me fusionnai dans la Volonté Divine en m'attristant pour chacune des offenses faites à mon Jésus par les humains, du premier homme venu sur la terre jusqu'au dernier qui y viendra en demandant pardon pour ces offenses."
PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,c71e49e81a8b1a1f7087ded1126ff281b1316e043f1cb53041df89b37275bc92,"À l'instant, Il me dit : «⟦Q:JESUS⟧» Je repris : «Non ! Et que cela ne soit jamais !»"
PASSION24.TEXT.RELATED_HOUR_21.BODY.P090,fae3803d3cbc836e62fa888d1d869731533612286d450ea372974c9b7d2eba08,"⟦Q:JESUS⟧» Cela dit, Il disparut."
PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,579daa54a60c77ff72f03aa2d964b2bb3ea68d792547ce0f550161ee4782705c,"⟦Q:JESUS⟧,"
PASSION24.TEXT.RELATED_HOUR_22.BODY.P066,5285761b107072dc1ecfc0e41a0deeb465eece6b97905d87d88be332cb90e4bd,⟦Q:JESUS⟧ «
PASSION24.TEXT.RELATED_HOUR_22.BODY.P076,ddcd98c1466f027347ba2b693a18e39a1c7b6bfb09cb50afea707af63fa217aa,⟦Q:JESUS⟧ «
PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,f8270e105f0c54897e01300c021b41b1ccd2f8f437049039435001ec38c6ab6b,"Il me dit : «⟦Q:JESUS⟧» Une autre fois, Je me plaignais à Jésus en constatant qu'après tant de sacrifices pour écrire ces Heures, très peu d'âmes les font."
PASSION24.TEXT.RELATED_HOUR_24.BODY.P017,b3ed347dba153e5287b4f32298a8692059f6ee73c490cfff16865f542ff705eb,"⟦Q:JESUS⟧» Un jour, alors que j'en étais à l'Heure où la céleste Maman participa à l'ensevelissement de Jésus, je me tenais près d'elle pour la consoler."
PASSION24.TEXT.RELATED_HOUR_24.BODY.P022,eeb0a08a26255af4a997b65f5037e53c05636623c99e429ca3596565c2e2471b,"Quant à Moi, Je ressens sa tendresse maternelle, son amour, et toute la gloire qu'elle Me donnait. De plus, Je Te considère comme une mère. Ensuite, Il m'embrassa et me dit avec une grande douceur : «⟦Q:JESUS⟧» Et Il me murmura tout ce que sa douce Maman fit et souffrit durant cette Heure."
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,f7f5f495664f94bb91d42cc59e75f26d588968abeb5b4106fedb16b8185e52c2,⟦Q:JESUS⟧.
