active_breaks_near_exit,alias_group,alias_key,all_projection_breaks,all_topology_breaks,context_after,context_before,full_text,label,next_char,next_token,orphan_break,paragraph_id,quoted,resume_lexical_offset,row_id,run_end,run_index,run_start,speaker,speech_end_map,text_sha256,wrapper_end,wrapper_start
193,PASSION24.HOUR.16.P045#R00,cf41f2335bc92a4f,193,193," Jésus, l’Amour avec lequel Tu souffres est si grand, que Tu excites presque tes bourreaux à Te battre davantage !",,"Et que ces coups de fouets excusent ceux qui commettent le péché, qu’ils flagellent leurs passions. Qu’ils leur parlent de mon Amour, tant et si bien qu’ils soient forcés de céder devant Moi. » Jésus, l’Amour avec lequel Tu souffres est si grand, que Tu excites presque tes bourreaux à Te battre davantage !",16e Heure — Barabbas est préféré à Jésus – La flagellation,J,Jésus,,PASSION24.HOUR.16.P045,"Et que ces coups de fouets excusent ceux qui commettent le péché, qu’ils flagellent leurs passions. Qu’ils leur parlent de mon Amour, tant et si bien qu’ils soient forcés de céder devant Moi.",194,PASSION24.HOUR.16.P045#R00,191,0,0,JESUS,193,1f73884e661135a36c0a718ff48463c47ce393b61b6992adfce0922654cfdc5b,193,191
47,PASSION24.HOUR.17.P014#R00,7b342a37d8e3fa4f,47,47," Poursuivant dans leurs cruautés, tes ennemis Te font asseoir, déposent sur Toi une guenille de pourpre, prennent une couronne d’épines qu’ils viennent de fabriquer, et avec une fu",,"Toi, unis-toi à Moi, prie et répare avec Moi. » Poursuivant dans leurs cruautés, tes ennemis Te font asseoir, déposent sur Toi une guenille de pourpre, prennent une couronne d’épines qu’ils viennent de fabriquer, et avec une furie infernale, la placent sur ta Tête adorable. Puis, à coups de bâton, ils Te font pénétrer les épines dans la Tête.",17e Heure — Le couronnement d’épines – La condamnation à mort,P,Poursuivant,,PASSION24.HOUR.17.P014,"Toi, unis-toi à Moi, prie et répare avec Moi.",48,PASSION24.HOUR.17.P014#R00,45,0,0,JESUS,47,43ee151361e8da9e3f111010c2d6a7593c9f8fd186d831a4d9d4d40c455c2d58,47,45
155,PASSION24.HOUR.17.P027#R00,40e95396435d0052,155,155," Mon Amour, je Te prie de me piquer les oreilles de tes épines, afin qu’elles puissent n’entendre que ta Voix, mes yeux pour qu’ils ne regardent que Toi, ma bouche pour que ma lang",,"Va chez tous les cœurs et, en les piquant, fais-en sortir toutes les fumées d’orgueil et la pourriture qu’ils contiennent, et constitue-Moi Roi de tous. » Mon Amour, je Te prie de me piquer les oreilles de tes épines, afin qu’elles puissent n’entendre que ta Voix, mes yeux pour qu’ils ne regardent que Toi, ma bouche pour que ma langue reste muette par rapport à tout ce qui pourrait T’offenser et libre pour Te louer et Te bénir en toutes choses.",17e Heure — Le couronnement d’épines – La condamnation à mort,M,Mon,,PASSION24.HOUR.17.P027,"Va chez tous les cœurs et, en les piquant, fais-en sortir toutes les fumées d’orgueil et la pourriture qu’ils contiennent, et constitue-Moi Roi de tous.",155,PASSION24.HOUR.17.P027#R00,152,0,0,JESUS,155,0f4c182dace3c23c18bdd30ab9501bcb7b386d08d52a7da1783da27379314d7e,154,152
293,PASSION24.HOUR.17.P044#R00,02d24b2336098ce3,293,293," Mon Amour, je vois que, Te voyant si mal en point, Pilate frissonne.",,"Et J’enseigne à ceux qui commandent que seule la vertu, unie à un juste savoir, rend digne et capable de gouverner et de diriger les autres, tandis que toute dignité dépourvue de vertu est dangereuse et déplorable. Mon enfant, fais écho à mes Réparations et continue à contempler mes Peines. » Mon Amour, je vois que, Te voyant si mal en point, Pilate frissonne.",17e Heure — Le couronnement d’épines – La condamnation à mort,M,Mon,,PASSION24.HOUR.17.P044,"Et J’enseigne à ceux qui commandent que seule la vertu, unie à un juste savoir, rend digne et capable de gouverner et de diriger les autres, tandis que toute dignité dépourvue de vertu est dangereuse et déplorable. Mon enfant, fais écho à mes Réparations et continue à contempler mes Peines.",294,PASSION24.HOUR.17.P044#R00,291,0,0,JESUS,293,869646265b0de1edb6f2d546b46cb2d40350174de196dbf8071d9a1d625e2fc8,293,291
61,PASSION24.HOUR.18.P002#R00,1a03dce1bad598ae,61,61, Chaque goutte de ton Sang proclame : « Croix ! »,"À chacun de tes gémissements, je T’entends dire : « ","À chacun de tes gémissements, je T’entends dire : « Croix ! » Chaque goutte de ton Sang proclame : « Croix ! »",18e Heure — Jésus est chargé de sa Croix et conduit au Calvaire,C,Chaque,,PASSION24.HOUR.18.P002,Croix !,62,PASSION24.HOUR.18.P002#R00,59,0,52,JESUS,61,fa98377ab931e85708e829ea8ef54486dcbd089e3b78c1e5b3d50e2a5473b03b,61,59
156,PASSION24.HOUR.18.P031#R00,1f0a4a6441e89e55,156,156," Anxieux, Tu Te la fais placer sur tes Épaules infiniment saintes. Ah ! mon Jésus, ta Croix est trop légère pour ton Amour. Mais à son poids s’ajoute celui de nos fautes, aussi lou",,"Tandis que Je dois quitter cette terre, toi, tu seras toujours à Moi. Je te donne en dot toutes les âmes. Garde-les-Moi, sauve-les-Moi. Je te les confie ! » Anxieux, Tu Te la fais placer sur tes Épaules infiniment saintes. Ah ! mon Jésus, ta Croix est trop légère pour ton Amour. Mais à son poids s’ajoute celui de nos fautes, aussi lourd que toute la terre. Mon Bien, Tu Te sens écrasé sous le poids de tant de fautes.",18e Heure — Jésus est chargé de sa Croix et conduit au Calvaire,A,Anxieux,,PASSION24.HOUR.18.P031,"Tandis que Je dois quitter cette terre, toi, tu seras toujours à Moi. Je te donne en dot toutes les âmes. Garde-les-Moi, sauve-les-Moi. Je te les confie !",157,PASSION24.HOUR.18.P031#R00,154,0,0,JESUS,156,cab11dcd32a14a026be338b346679636e6f34ba5753e7927f0938690916b343f,156,154
148,PASSION24.HOUR.18.P113#R00,cf1e6bc6987f1206,148,148," Mon Bien dénudé, tandis qu’avec Toi je répare, je Te prie qu’au moyen de tes Mains infiniment saintes Tu me dépouilles de tout et que Tu ne permettes à aucune affection mauvaise d",,"Ah ! oui ! chacune de ces offenses est une mort que Je ressens. Si Je ne meurs pas, c’est parce que la Volonté de mon Père Éternel le veut ainsi ! » Mon Bien dénudé, tandis qu’avec Toi je répare, je Te prie qu’au moyen de tes Mains infiniment saintes Tu me dépouilles de tout et que Tu ne permettes à aucune affection mauvaise d’entrer dans mon cœur.",18e Heure — Jésus est chargé de sa Croix et conduit au Calvaire,M,Mon,,PASSION24.HOUR.18.P113,"Ah ! oui ! chacune de ces offenses est une mort que Je ressens. Si Je ne meurs pas, c’est parce que la Volonté de mon Père Éternel le veut ainsi !",149,PASSION24.HOUR.18.P113#R00,146,0,0,JESUS,148,cb4b37cbd6dedf7076f2bf3d846746085161caa027dc233a6577133b8fdae357,148,146
95,PASSION24.HOUR.19.P018#R00,95b4ea735113f996,95,95," Mais, qui peut dire tout ce que mon doux Jésus a dit sur la Croix ? Et tandis que Jésus parle ainsi, ses bourreaux Lui ordonnent de S’étendre sur la Croix. Il leur obéit prompteme",,"Et par toi Je donnerai de copieux Héritages, Victoires, Triomphes et Couronnes à mes enfants. » Mais, qui peut dire tout ce que mon doux Jésus a dit sur la Croix ? Et tandis que Jésus parle ainsi, ses bourreaux Lui ordonnent de S’étendre sur la Croix. Il leur obéit promptement, réparant ainsi nos désobéissances.",19e Heure — La Crucifixion,M,Mais,,PASSION24.HOUR.19.P018,"Et par toi Je donnerai de copieux Héritages, Victoires, Triomphes et Couronnes à mes enfants.",96,PASSION24.HOUR.19.P018#R00,93,0,0,JESUS,95,52eb8baa16a1bc6b09855b603038e76a0c8f5e64939e8e0427cb0944cc5ee541,95,93
145,PASSION24.HOUR.19.P126#R00,401e90823d4cf900,145,145," Mon Jésus plein d’amertume, ma voix, fondue dans la Tienne, veut faire face à toutes ces offenses.",,"Pitié, pitié pour la pauvre créature ! Moi Je réponds d’elle par ma Langue rendue amère par le fiel, desséchée par la Soif, brûlée par l’Amour. » Mon Jésus plein d’amertume, ma voix, fondue dans la Tienne, veut faire face à toutes ces offenses.",19e Heure — La Crucifixion,M,Mon,,PASSION24.HOUR.19.P126,"Pitié, pitié pour la pauvre créature ! Moi Je réponds d’elle par ma Langue rendue amère par le fiel, desséchée par la Soif, brûlée par l’Amour.",146,PASSION24.HOUR.19.P126#R00,143,0,0,JESUS,145,59fd3c15dea84b0c07649f2b9217e8f0245990670767e842891fc56234f59930,145,143
119,PASSION24.HOUR.19.P137#R00,1872e87a78c075c7,119,119," Mon Jésus, ton Amour est un doux enchantement pour moi et me pousse à faire ce que Tu fais.",,"Au contraire, Je T’attirerai de plus en plus près d’elles, pour que Tu déverses sur elles tes Grâces de Miséricorde ! » Mon Jésus, ton Amour est un doux enchantement pour moi et me pousse à faire ce que Tu fais.",19e Heure — La Crucifixion,M,Mon,,PASSION24.HOUR.19.P137,"Au contraire, Je T’attirerai de plus en plus près d’elles, pour que Tu déverses sur elles tes Grâces de Miséricorde !",120,PASSION24.HOUR.19.P137#R00,117,0,0,JESUS,119,35229feb7a00d6db2836a7aef77e8607ce78b3777ead92853d7ce41136ead797,119,117
150,PASSION24.HOUR.19.P165#R00,a886a0a5ee8c4351,150,150," Mais Toi, ô mon Jésus, triomphant de tout, Tu défends même ces âmes, Tu endigues par l’Amour immense de ton Cœur les vagues des amertumes et des blessures qu’elles Te procurent.",,"Ah ! Fils, Je ne peux plus contenir mon Indignation devant l’ingratitude de ces âmes qui M’affligent plus que toutes les autres créatures ensemble ! » Mais Toi, ô mon Jésus, triomphant de tout, Tu défends même ces âmes, Tu endigues par l’Amour immense de ton Cœur les vagues des amertumes et des blessures qu’elles Te procurent.",19e Heure — La Crucifixion,M,Mais,,PASSION24.HOUR.19.P165,"Ah ! Fils, Je ne peux plus contenir mon Indignation devant l’ingratitude de ces âmes qui M’affligent plus que toutes les autres créatures ensemble !",151,PASSION24.HOUR.19.P165#R00,148,0,0,FATHER,150,6ba1e33250ef2d57dcbccfeefa285ce1fa276c49413273b400b492b198c7f4cc,150,148
63,PASSION24.HOUR.20.P010#R00,7412234217fb4dfb,63,63," Et, de nouveau, Tu Te renfermes dans le silence, Tu es plongé dans des Souffrances inouïes.",« ,"« Père, pardonne-leur, car ils ne savent pas ce qu’ils font ! » Et, de nouveau, Tu Te renfermes dans le silence, Tu es plongé dans des Souffrances inouïes.",20e Heure — Première Heure d’Agonie sur la Croix,E,Et,,PASSION24.HOUR.20.P010,"Père, pardonne-leur, car ils ne savent pas ce qu’ils font !",64,PASSION24.HOUR.20.P010#R00,61,0,2,JESUS,63,a9e4c2c95dc592a31ac7a4eccd86324863e7d3c479e2dbf2051795623d03f657,63,61
69,PASSION24.HOUR.21.P020#R00,d7c11dface130a12,69,69, et à Jean : « Voici ta Mère ! »,Troisième Parole : Jésus dit à sa Maman : « ,"Troisième Parole : Jésus dit à sa Maman : « Femme, voici ton fils ! » et à Jean : « Voici ta Mère ! »",21e Heure — Deuxième Heure d’Agonie sur la Croix,e,et,,PASSION24.HOUR.21.P020,"Femme, voici ton fils !",70,PASSION24.HOUR.21.P020#R00,67,0,44,JESUS,69,052a0cbd283fcc77c9daf86d45bfda1b4ff7f1adf4cfe22f0c3a498ae828e832,69,67
137,PASSION24.HOUR.21.P023#R00,79b490e87bb8bb75,137,137," Leur ayant tout donné, Tu n’as plus rien à donner aux créatures. Tu tournes ton Regard suppliant vers ta Maman. Elle comme Toi, se sent crucifiée à cause de tes Souffrances et de ",Il Te fait dire : « ,"Il Te fait dire : « Tu vois, ô âme, combien Je t’ai aimée. Si tu ne veux pas avoir pitié de toi-même, aie au moins pitié de mon Amour ! » Leur ayant tout donné, Tu n’as plus rien à donner aux créatures. Tu tournes ton Regard suppliant vers ta Maman. Elle comme Toi, se sent crucifiée à cause de tes Souffrances et de l’Amour qui la torture.",21e Heure — Deuxième Heure d’Agonie sur la Croix,L,Leur,,PASSION24.HOUR.21.P023,"Tu vois, ô âme, combien Je t’ai aimée. Si tu ne veux pas avoir pitié de toi-même, aie au moins pitié de mon Amour !",138,PASSION24.HOUR.21.P023#R00,135,0,20,JESUS,137,cfd323fd3ba0dee71cfaeced5d39d7b952e8eab8bb9a70e77dfa1eb80f1c27a5,137,135
118,PASSION24.HOUR.21.P025#R00,618d4ab7c3b051aa,118,118, et Tu dis à Jean : « Voici ta Mère ! »,"Jean à tout le genre humain, Tu dis à Marie d’une Voix remplie de tendresse : « ","En associant Jean à tout le genre humain, Tu dis à Marie d’une Voix remplie de tendresse : « Femme, voici ton Fils ! » et Tu dis à Jean : « Voici ta Mère ! »",21e Heure — Deuxième Heure d’Agonie sur la Croix,e,et,,PASSION24.HOUR.21.P025,"Femme, voici ton Fils !",119,PASSION24.HOUR.21.P025#R00,116,0,93,JESUS,118,4f17e7481c78ea22cd59796b4e66c063b6db0e0e8cf9ef5ec12759c6d2de3d70,118,116
216,PASSION24.HOUR.21.P027#R00,0f7c3736b10d5e6a,216,216," Et ta sainte Maman accepte. Je veux ici, ô mon Jésus, réparer les offenses qui sont faites à ta Très Sainte Mère, les blasphèmes et les ingratitudes de tant de gens qui ne veulent",« ,"« Ma Mère, Je te confie tous mes enfants. Tout l’Amour que tu ressens pour Moi, ressens-le pour eux ! Que tous tes égards et toutes tes tendresses maternelles soient pour mes enfants. Toi, tu Me les sauveras tous ! » Et ta sainte Maman accepte. Je veux ici, ô mon Jésus, réparer les offenses qui sont faites à ta Très Sainte Mère, les blasphèmes et les ingratitudes de tant de gens qui ne veulent pas reconnaître le grand Bienfait que Tu as accordé à tous, en nous donnant Marie comme Mère.",21e Heure — Deuxième Heure d’Agonie sur la Croix,E,Et,,PASSION24.HOUR.21.P027,"Ma Mère, Je te confie tous mes enfants. Tout l’Amour que tu ressens pour Moi, ressens-le pour eux ! Que tous tes égards et toutes tes tendresses maternelles soient pour mes enfants. Toi, tu Me les sauveras tous !",217,PASSION24.HOUR.21.P027#R00,214,0,2,JESUS,216,76138a89389e9f6dbed5406a7b8f8adc2f3c6f44db3a3758f81310d50242557e,216,214
86,PASSION24.HOUR.21.P068#R00,08ab065b41606d33,86,86," Mon Amour, combien je suis désolée ! Tu T’essouffles !",,"De grâce, pitié pour mon Sang, pour mes Plaies, pour ma Mort ! Ne M’abandonnez pas ! » Mon Amour, combien je suis désolée ! Tu T’essouffles !",21e Heure — Deuxième Heure d’Agonie sur la Croix,M,Mon,,PASSION24.HOUR.21.P068,"De grâce, pitié pour mon Sang, pour mes Plaies, pour ma Mort ! Ne M’abandonnez pas !",87,PASSION24.HOUR.21.P068#R00,84,0,0,JESUS,86,d4dea4d9c20e2b2cec80528c3929973574abe435d4315b233d3cb2db7c3af613,86,84
160,PASSION24.HOUR.22.P006#R00,e53ec81f1080f204,160,160," Ah ! cette Parole, Tu la dis de tout ton divin Cœur :","reté à l’intérieur de Toi. Rassemblant tes forces très affaiblies, Tu cries : « ","Par l’eau que Tu aimerais boire, Tu voudrais nous mettre tous en sûreté à l’intérieur de Toi. Rassemblant tes forces très affaiblies, Tu cries : « J’ai soif ! » Ah ! cette Parole, Tu la dis de tout ton divin Cœur :",22e Heure — Troisième Heure d’Agonie sur la Croix – Mort de Jésus,A,Ah,,PASSION24.HOUR.22.P006,J’ai soif !,161,PASSION24.HOUR.22.P006#R00,158,0,147,JESUS,160,4d8a62b88b431940e9534e919efcf8d829fcfa97c22c5ed59003a8e5fc64a727,160,158
23,PASSION24.HOUR.22.P022#R00,9a9469d0093535c2,23,23," Ô mon Jésus, Tu as déjà tout épuisé. Il ne Te reste rien d’autre. L’Amour est parvenu à son terme. Et moi, me suis-je consumée tout entière par amour ? Quels remerciements ne devr",« ,"« Tout est consommé ! » Ô mon Jésus, Tu as déjà tout épuisé. Il ne Te reste rien d’autre. L’Amour est parvenu à son terme. Et moi, me suis-je consumée tout entière par amour ? Quels remerciements ne devrais-je pas Te faire. Quelle ne devrait pas être ma gratitude envers Toi ?",22e Heure — Troisième Heure d’Agonie sur la Croix – Mort de Jésus,Ô,Ô,,PASSION24.HOUR.22.P022,Tout est consommé !,24,PASSION24.HOUR.22.P022#R00,21,0,2,JESUS,23,4c0b8a36dcc295d5e9d25509a74b5f28a74540d4701d710fe7a2b7ddedf54ada,23,21
237,PASSION24.HOUR.22.REF.P001#R00,467399e9d3441756,237,237," Jésus S’est sacrifié tout entier pour nous. Et nous, en toute chose, nous efforçons-nous d’être continuellement consumés d’amour pour Lui ? Toutes les Actions, Paroles et Pensées ","if ardente ? Jésus assoiffé, ne pouvant supporter la Soif qui Le brûle, dit : « ","Jésus brûle de Soif. Et nous, brûlons-nous d’amour pour Lui ? Nos pensées et nos affections ont-elles toujours pour but d’étancher sa Soif ardente ? Jésus assoiffé, ne pouvant supporter la Soif qui Le brûle, dit : « Tout est consommé ! » Jésus S’est sacrifié tout entier pour nous. Et nous, en toute chose, nous efforçons-nous d’être continuellement consumés d’amour pour Lui ? Toutes les Actions, Paroles et Pensées de Jésus Le portaient vers le sacrifice total de Lui-même. Et nous, chacune de nos actions, paroles et pensées nous poussent-elles à nous consumer d’amour pour Lui ? Jésus, ma douce Vie, que ton Haleine moribonde pénètre dans mon pauvre cœur pour que je puisse recevoir l’empreinte de ton Sacrifice total. Sur la Croix, Jésus accomplit en toute chose la Volonté du Père et Il expire dans un Acte de parfait abandon à cette Volonté infiniment sainte.",22e Heure — Réflexions,J,Jésus,,PASSION24.HOUR.22.REF.P001,Tout est consommé !,238,PASSION24.HOUR.22.REF.P001#R00,235,0,216,JESUS,237,aef902b37929a0c9da331e540ea8864c8446a769e0dee04ac844c692cf992b1a,237,235
119,PASSION24.HOUR.24.DESOL.P014#R00,a536547ef11eb0fe,119,119," Maman affligée, tu penches ta tête sur celle de Jésus, tu Lui donnes des baisers, et tu enfermes tes pensées dans les Siennes. Oh ! comme tu voudrais ranimer son Intelligence avec",,"Ah ! seul un échange de Vies entre Toi et moi peut me donner la force d’accomplir le sacrifice de me séparer de Toi ! » Maman affligée, tu penches ta tête sur celle de Jésus, tu Lui donnes des baisers, et tu enfermes tes pensées dans les Siennes. Oh ! comme tu voudrais ranimer son Intelligence avec la tienne, pour ainsi Lui donner vie pour Vie ! Maman affligée, je te vois donner des baisers aux Yeux éteints de Jésus. Oh ! comme tu souffres de constater que Jésus ne te regarde plus !",24e Heure — La Désolation de la Vierge Marie,M,Maman,,PASSION24.HOUR.24.DESOL.P014,Ah ! seul un échange de Vies entre Toi et moi peut me donner la force d’accomplir le sacrifice de me séparer de Toi !,120,PASSION24.HOUR.24.DESOL.P014#R00,117,0,0,MARY,119,b48fa53340ab3e134d64de89c61075aa79ceab49ad4d41f48267ebe4f1b4ee91,119,117
79,PASSION24.HOUR.24.DESOL.P027#R00,5b2269b9d672f4da,79,79," Ta douleur est telle, ô Maman, qu’elle te paralyse, te coupe la parole, et que tu es comme éteinte auprès du Visage de ton Jésus.",,"Ah ! Fils, si Tu me veux en vie, donne-moi tes Peines, autrement je mourrai ! » Ta douleur est telle, ô Maman, qu’elle te paralyse, te coupe la parole, et que tu es comme éteinte auprès du Visage de ton Jésus.",24e Heure — La Désolation de la Vierge Marie,T,Ta,,PASSION24.HOUR.24.DESOL.P027,"Ah ! Fils, si Tu me veux en vie, donne-moi tes Peines, autrement je mourrai !",80,PASSION24.HOUR.24.DESOL.P027#R00,77,0,0,MARY,79,4a1e4cbe49f3b893fd71fd11420a5f8fb767b35f3235ccabae6146cb67b77084,79,77
62,PASSION24.HOUR.24.DESOL.P037#R00,2dcda81ead3f863e,62,62," Maman torturée, je vois que tu te hâtes, car ceux qui sont autour de toi veulent fermer le sépulcre.",,"Ta Mère souffrante pourra vivre par le moyen de tes Peines ! » Maman torturée, je vois que tu te hâtes, car ceux qui sont autour de toi veulent fermer le sépulcre.",24e Heure — La Désolation de la Vierge Marie,M,Maman,,PASSION24.HOUR.24.DESOL.P037,Ta Mère souffrante pourra vivre par le moyen de tes Peines !,63,PASSION24.HOUR.24.DESOL.P037#R00,60,0,0,MARY,62,d2e153515dc6a4b42ffab8aee6cffba2d114db860020c964260620e20f68f5c3,62,60
195,PASSION24.SECTION.BENEFITS.P102#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097#R00,ada6172837f10058,195,195," Il ajouta : «Au milieu de tant d'amertume que Me donnent les créatures, ces Heures sont pour Moi d'agréables petites douceurs, même si elles sont trop peu nombreuses, vu toute l'a",,"Par conséquent, avec quelle attention et quel respect les âmes doivent-elles faire les Heures de la Passion, sachant que les anges sont suspendus à leurs lèvres pour répéter ce qu'elles disent !» Il ajouta : «Au milieu de tant d'amertume que Me donnent les créatures, ces Heures sont pour Moi d'agréables petites douceurs, même si elles sont trop peu nombreuses, vu toute l'amertume que Je reçois des créatures.",Complément — Promesses et bienfaits,I,Il,,PASSION24.SECTION.BENEFITS.P102,"Par conséquent, avec quelle attention et quel respect les âmes doivent-elles faire les Heures de la Passion, sachant que les anges sont suspendus à leurs lèvres pour répéter ce qu'elles disent !",196,PASSION24.SECTION.BENEFITS.P102#R00,194,0,0,JESUS,195,e8cf7c9532d011ddcdb3e325a8c00c4e62277f85292bcc363554f92f0f6d16a2,195,194
217,PASSION24.SECTION.BENEFITS.P116#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111#R00|PASSION24.TEXT.RELATED_HOUR_24.BODY.P017#R00,acd310e34802ee7a,217,217," Un jour, alors que j'en étais à l'Heure où la céleste Maman participa à l'ensevelissement de Jésus, je me tenais près d'elle pour la consoler.",,"Oh ! comme J'aimerais que, dans chaque ville, il y ait au moins une âme qui fasse les Heures de Ma Passion ! Je M'entendrais ainsi dans chaque ville. Et Ma Justice, si indignée en ces temps, serait en partie apaisée.» Un jour, alors que j'en étais à l'Heure où la céleste Maman participa à l'ensevelissement de Jésus, je me tenais près d'elle pour la consoler.",Complément — Promesses et bienfaits,U,Un,,PASSION24.SECTION.BENEFITS.P116,"Oh ! comme J'aimerais que, dans chaque ville, il y ait au moins une âme qui fasse les Heures de Ma Passion ! Je M'entendrais ainsi dans chaque ville. Et Ma Justice, si indignée en ces temps, serait en partie apaisée.",218,PASSION24.SECTION.BENEFITS.P116#R00,216,0,0,JESUS,217,b3ed347dba153e5287b4f32298a8692059f6ee73c490cfff16865f542ff705eb,217,216
78,PASSION24.SECTION.BENEFITS.P122#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P117#R00,241585f7ecd86511,78,78, Et Il me murmura tout ce que sa douce Maman fit et souffrit durant cette Heure.,"Ensuite, Il m'embrassa et me dit avec une grande douceur : «","Ensuite, Il m'embrassa et me dit avec une grande douceur : «Ma maman, maman !» Et Il me murmura tout ce que sa douce Maman fit et souffrit durant cette Heure.",Complément — Promesses et bienfaits,E,Et,,PASSION24.SECTION.BENEFITS.P122,"Ma maman, maman !",79,PASSION24.SECTION.BENEFITS.P122#R00,77,0,60,JESUS,78,618de3968214a522b2eb4060fe2bf1c5d72f9e062284c294c867f52b4cbe8921,78,77
157,PASSION24.SECTION.BENEFITS.P136#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131#R00,3a7e133640a4f091,157,157, Jésus béni ajouta : «,,"Je Me sens dédommagé pour le mal que les autres créatures Me font et, sentant que ces âmes ne Me font aucun mal, mais plutôt du bien, Je M'appuie sur elles.» Jésus béni ajouta : «",Complément — Promesses et bienfaits,J,Jésus,,PASSION24.SECTION.BENEFITS.P136,"Je Me sens dédommagé pour le mal que les autres créatures Me font et, sentant que ces âmes ne Me font aucun mal, mais plutôt du bien, Je M'appuie sur elles.",158,PASSION24.SECTION.BENEFITS.P136#R00,156,0,0,JESUS,157,cb98d783303cb8bebf4ca989ab4b87890bf82f6d59867fddf1d94012c24029fc,157,156
140,PASSION24.SECTION.BENEFITS.P149#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144#R00,25bb711060d8b9e7,140,140, Puis Il,,"Si Je ne trouve pas ces satisfactions, ah ! Ce sera le désastre : les fléaux vont se répandre par torrents. Ah ! Ma fille ! Ah ! Ma fille !» Puis Il",Complément — Promesses et bienfaits,P,Puis,,PASSION24.SECTION.BENEFITS.P149,"Si Je ne trouve pas ces satisfactions, ah ! Ce sera le désastre : les fléaux vont se répandre par torrents. Ah ! Ma fille ! Ah ! Ma fille !",141,PASSION24.SECTION.BENEFITS.P149#R00,139,0,0,JESUS,140,7a34ae5d5b22108be211dfb67e771e3f786d2bb77945ad491ba9b6fe91356c2a,140,139
,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P057#R00,83ccbab86ac4d01a,78,78," ""Il est à la fois ancien et nouveau.""",,"Oh ! Combien la Création exalte de façon admirable ce dicton Me concernant : ""Il est à la fois ancien et nouveau.""",Texte — Les douleurs et souffrances de Marie Très Sainte,"""","""Il",,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P057,Oh ! Combien la Création exalte de façon admirable ce dicton Me concernant :,77,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P057#R00,76,0,0,JESUS,78,11fadb1c9becbd9fd8f76160ceeffaa2929af280bbbf6f0b916618ff8166a354,76,76
,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069#R00,1b526562eca34834,,,.,,"Ma Mère est donc la Reine de la Création, pour avoir dépassé «le Tout».",Texte — Les douleurs et souffrances de Marie Très Sainte,.,,,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,"Ma Mère est donc la Reine de la Création, pour avoir dépassé «le Tout»",70,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069#R00,70,0,0,JESUS,60|70,70aeea302df7fb63f894fb7c8780d9438a111080c5cca40b481e16814a6b51ba,70,70
,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P100#R00,8c01070e791769b5,40,40," ""Maman, veux-Tu faire ceci ? Veux-Tu souffrir cette peine ?""",,"Et Je Lui demandais alors sans cesse : ""Maman, veux-Tu faire ceci ? Veux-Tu souffrir cette peine ?""",Texte — Les douleurs et souffrances de Marie Très Sainte,"""","""Maman",,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P100,Et Je Lui demandais alors sans cesse :,39,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P100#R00,38,0,0,JESUS,40,855d46aaedc6eb18b2697774946e7879c4a2991e7e1568a6895a17b329d2c88a,38,38
,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P180#R00,8a7ae55ea795ffcb,,, »,,"Ainsi, à partir de ce coût, ils pourront connaître combien Je désire qu’ils l’acquièrent ; ils pourront l’apprécier, l’aimer et aspirer à entrer et à vivre dans le Règne de Ma Volonté Suprême. »",Texte — Les douleurs et souffrances de Marie Très Sainte,»,,,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P180,"Ainsi, à partir de ce coût, ils pourront connaître combien Je désire qu’ils l’acquièrent ; ils pourront l’apprécier, l’aimer et aspirer à entrer et à vivre dans le Règne de Ma Volonté Suprême.",193,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P180#R00,192,0,0,JESUS,,1f341e7d776439ca0cba3b2f2170d578b1580ed98df82004fab8a1719d056523,192,192
