active_breaks_near_exit,alias_group,alias_key,all_projection_breaks,all_topology_breaks,context_after,context_before,full_text,label,next_char,next_token,orphan_break,paragraph_id,quoted,resume_lexical_offset,row_id,run_end,run_index,run_start,speaker,speech_end_map,text_sha256,wrapper_end,wrapper_start
195,PASSION24.SECTION.BENEFITS.P102#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097#R00,ada6172837f10058,195,195," Il ajouta : «Au milieu de tant d'amertume que Me donnent les créatures, ces Heures sont pour Moi d'agréables petites douceurs, même si elles sont trop peu nombreuses, vu toute l'a",,"Par conséquent, avec quelle attention et quel respect les âmes doivent-elles faire les Heures de la Passion, sachant que les anges sont suspendus à leurs lèvres pour répéter ce qu'elles disent !» Il ajouta : «Au milieu de tant d'amertume que Me donnent les créatures, ces Heures sont pour Moi d'agréables petites douceurs, même si elles sont trop peu nombreuses, vu toute l'amertume que Je reçois des créatures.",Texte — Promesses et bienfaits,I,Il,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097,"Par conséquent, avec quelle attention et quel respect les âmes doivent-elles faire les Heures de la Passion, sachant que les anges sont suspendus à leurs lèvres pour répéter ce qu'elles disent !",196,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097#R00,194,0,0,JESUS,195,e8cf7c9532d011ddcdb3e325a8c00c4e62277f85292bcc363554f92f0f6d16a2,195,194
217,PASSION24.SECTION.BENEFITS.P116#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111#R00|PASSION24.TEXT.RELATED_HOUR_24.BODY.P017#R00,acd310e34802ee7a,217,217," Un jour, alors que j'en étais à l'Heure où la céleste Maman participa à l'ensevelissement de Jésus, je me tenais près d'elle pour la consoler.",,"Oh ! comme J'aimerais que, dans chaque ville, il y ait au moins une âme qui fasse les Heures de Ma Passion ! Je M'entendrais ainsi dans chaque ville. Et Ma Justice, si indignée en ces temps, serait en partie apaisée.» Un jour, alors que j'en étais à l'Heure où la céleste Maman participa à l'ensevelissement de Jésus, je me tenais près d'elle pour la consoler.",Texte — Promesses et bienfaits,U,Un,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111,"Oh ! comme J'aimerais que, dans chaque ville, il y ait au moins une âme qui fasse les Heures de Ma Passion ! Je M'entendrais ainsi dans chaque ville. Et Ma Justice, si indignée en ces temps, serait en partie apaisée.",218,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111#R00,216,0,0,JESUS,217,b3ed347dba153e5287b4f32298a8692059f6ee73c490cfff16865f542ff705eb,217,216
78,PASSION24.SECTION.BENEFITS.P122#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P117#R00,241585f7ecd86511,78,78, Et Il me murmura tout ce que sa douce Maman fit et souffrit durant cette Heure.,"Ensuite, Il m'embrassa et me dit avec une grande douceur : «","Ensuite, Il m'embrassa et me dit avec une grande douceur : «Ma maman, maman !» Et Il me murmura tout ce que sa douce Maman fit et souffrit durant cette Heure.",Texte — Promesses et bienfaits,E,Et,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P117,"Ma maman, maman !",79,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P117#R00,77,0,60,JESUS,78,618de3968214a522b2eb4060fe2bf1c5d72f9e062284c294c867f52b4cbe8921,78,77
157,PASSION24.SECTION.BENEFITS.P136#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131#R00,3a7e133640a4f091,157,157, Jésus béni ajouta : «,,"Je Me sens dédommagé pour le mal que les autres créatures Me font et, sentant que ces âmes ne Me font aucun mal, mais plutôt du bien, Je M'appuie sur elles.» Jésus béni ajouta : «",Texte — Promesses et bienfaits,J,Jésus,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131,"Je Me sens dédommagé pour le mal que les autres créatures Me font et, sentant que ces âmes ne Me font aucun mal, mais plutôt du bien, Je M'appuie sur elles.",158,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131#R00,156,0,0,JESUS,157,cb98d783303cb8bebf4ca989ab4b87890bf82f6d59867fddf1d94012c24029fc,157,156
140,PASSION24.SECTION.BENEFITS.P149#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144#R00,25bb711060d8b9e7,140,140, Puis Il,,"Si Je ne trouve pas ces satisfactions, ah ! Ce sera le désastre : les fléaux vont se répandre par torrents. Ah ! Ma fille ! Ah ! Ma fille !» Puis Il",Texte — Promesses et bienfaits,P,Puis,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144,"Si Je ne trouve pas ces satisfactions, ah ! Ce sera le désastre : les fléaux vont se répandre par torrents. Ah ! Ma fille ! Ah ! Ma fille !",141,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144#R00,139,0,0,JESUS,140,7a34ae5d5b22108be211dfb67e771e3f786d2bb77945ad491ba9b6fe91356c2a,140,139
111,PASSION24.TEXT.RELATED_HOUR_06.BODY.P033#R00,fa3c4b1f26b459fa,111,111," En disant cela, de sa sainte main, Jésus imprima ces morts d'amour en mon âme. Ensuite, Il disparut. Que tout soit pour la gloire de Dieu !",,"Je veux Moi-même accroître ta volonté et la consumer dans la mienne afin d'imprimer en elle ces morts d'Amour.» En disant cela, de sa sainte main, Jésus imprima ces morts d'amour en mon âme. Ensuite, Il disparut. Que tout soit pour la gloire de Dieu !",Texte — Textes liés à la 6e Heure,E,En,,PASSION24.TEXT.RELATED_HOUR_06.BODY.P033,Je veux Moi-même accroître ta volonté et la consumer dans la mienne afin d'imprimer en elle ces morts d'Amour.,112,PASSION24.TEXT.RELATED_HOUR_06.BODY.P033#R00,110,0,0,JESUS,111,27b35e712ada929b78118297d7fc554dba14fda1b6318572e41c700e353ae58a,111,110
121,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036#R00,14f26d9ead6354e3,121,121," Bougeant en moi, mon doux Jésus me dit : «",,"Père, s'il est possible, que cette coupe passe loin de Moi. Toutefois, que non pas Ma Volonté mais la Tienne soit faite.» Bougeant en moi, mon doux Jésus me dit : «",Texte — Textes liés à la 6e Heure,B,Bougeant,,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,"Père, s'il est possible, que cette coupe passe loin de Moi. Toutefois, que non pas Ma Volonté mais la Tienne soit faite.",122,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036#R00,120,0,0,JESUS,121,1f62146d2298f27729892e391de327598b75e862d1955694f2894e2462c263b4,121,120
49,PASSION24.TEXT.RELATED_HOUR_06.BODY.P043#R00,d232b2eca1f1740b,49,49, ?,,"Que non pas Ma Volonté mais la Tienne soit faite"" ?",Texte — Textes liés à la 6e Heure,?,,,PASSION24.TEXT.RELATED_HOUR_06.BODY.P043,"Que non pas Ma Volonté mais la Tienne soit faite""",50,PASSION24.TEXT.RELATED_HOUR_06.BODY.P043#R00,49,0,0,JESUS,49,a167c4cea985eb13e6aa55d60d9c022b26b8a3613f1d7b053339544aa694186e,49,49
49,PASSION24.TEXT.RELATED_HOUR_06.BODY.P058#R00,18bc4cefc924e44c,49,49, ?,,"Que non pas Ma volonté mais la tienne soit faite"" ?",Texte — Textes liés à la 6e Heure,?,,,PASSION24.TEXT.RELATED_HOUR_06.BODY.P058,"Que non pas Ma volonté mais la tienne soit faite""",50,PASSION24.TEXT.RELATED_HOUR_06.BODY.P058#R00,49,0,0,JESUS,49,f4df240dd916ae9db6393948d8bf4c6b4d3d55599473d51688697d462725c435,49,49
43,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036#R00,a4be02f9e9d34d66,43,43," Pensant à ce que Jésus m'avait dit, je me disais : «",,"Je suis tout à eux et ils sont tout à Moi.» Pensant à ce que Jésus m'avait dit, je me disais : «",Texte — Textes liés à la 7e Heure,P,Pensant,,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,Je suis tout à eux et ils sont tout à Moi.,44,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036#R00,42,0,0,JESUS,43,a75c135d1ac345599a8d6b115c1e8e80b0e9b23550e12183941fd2d116ddd210,43,42
268,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009#R00,e58a9b9d51aaf8ed,268,268," Ensuite, Jésus me dit : «Tout ce que Je te demande, c'est de rester dans la droiture et la simplicité. Ne te préoccupe pas des opinions des créatures. Laisse-les penser ce qu'elle",,"Si vous voulez consulter deux ou trois prêtres parmi les meilleurs, les plus saints et les plus érudits afin d'être éclairé, Je vous y autorise. Mais pour le reste, non et non ! Ce serait vouloir gâcher Mes œuvres, les tourner en risée, ce qui Me déplairait beaucoup.» Ensuite, Jésus me dit : «Tout ce que Je te demande, c'est de rester dans la droiture et la simplicité. Ne te préoccupe pas des opinions des créatures. Laisse-les penser ce qu'elles veulent sans te troubler en rien. Car en voulant chercher l'approbation de toutes, tu cesses d'imiter Ma propre Vie.»",Texte — Textes liés à la 10e Heure,E,Ensuite,,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,"Si vous voulez consulter deux ou trois prêtres parmi les meilleurs, les plus saints et les plus érudits afin d'être éclairé, Je vous y autorise. Mais pour le reste, non et non ! Ce serait vouloir gâcher Mes œuvres, les tourner en risée, ce qui Me déplairait beaucoup.",269,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009#R00,267,0,0,JESUS,268,c6748a7f3849a3d7058319b333cc0c038a0e257c46a192a2224a5e052e7f96e6,268,267
422,PASSION24.TEXT.RELATED_HOUR_13.BODY.P039#R00,a1a3101e44bebf00,422,422," Plus tard, je me suis dit : «",,"Ainsi, Mon emprisonnement continue et continuera encore longtemps. Nous sommes tous les deux prisonniers — toi, prisonnière dans ton lit, toute seule par amour pour Moi ; Moi, prisonnier pour toi — et, par Mon Amour, Je veux lier toutes les créatures avec les chaînes qui M'ont tenu captif. Nous nous tiendrons mutuellement compagnie et tu M'aideras à disposer des chaînes qui serviront à lier tous les cœurs à Mon Amour.» Plus tard, je me suis dit : «",Texte — Textes liés à la 13e Heure,P,Plus,,PASSION24.TEXT.RELATED_HOUR_13.BODY.P039,"Ainsi, Mon emprisonnement continue et continuera encore longtemps. Nous sommes tous les deux prisonniers — toi, prisonnière dans ton lit, toute seule par amour pour Moi ; Moi, prisonnier pour toi — et, par Mon Amour, Je veux lier toutes les créatures avec les chaînes qui M'ont tenu captif. Nous nous tiendrons mutuellement compagnie et tu M'aideras à disposer des chaînes qui serviront à lier tous les cœurs à Mon Amour.",423,PASSION24.TEXT.RELATED_HOUR_13.BODY.P039#R00,421,0,0,JESUS,422,f53aa0754a18226ee45179be9733f5597d5b08b314bccfdfb4dbf623b4f1d713,422,421
66,PASSION24.TEXT.RELATED_HOUR_14.BODY.P019#R00,71353dbd8443457b,66,66," Plus tard, alors que je me replongeais dans la méditation, j'en étais à l'heure où mon bien-aimé Jésus était sorti de prison et amené de nouveau devant Caïphe.",,"Les ennemis en profiteront pour invectiver davantage la religion.» Plus tard, alors que je me replongeais dans la méditation, j'en étais à l'heure où mon bien-aimé Jésus était sorti de prison et amené de nouveau devant Caïphe.",Texte — Textes liés à la 14e Heure,P,Plus,,PASSION24.TEXT.RELATED_HOUR_14.BODY.P019,Les ennemis en profiteront pour invectiver davantage la religion.,67,PASSION24.TEXT.RELATED_HOUR_14.BODY.P019#R00,65,0,0,JESUS,66,9e29d7a86ff3b99930b7292a89a119d4dcaf05db4d11fdf8449ad57ceb5a6316,66,65
426,PASSION24.TEXT.RELATED_HOUR_15.BODY.P109#R00,1cd1774cbebc91c6,426,426," Plus tard, se montrant de nouveau à moi alors que j'étais complètement absorbée dans la Divine Volonté, Il me dit : «",,"Il y en a tant que J'en suis fatigué. Surtout quand, sous l'apparence du bien, on distille le poison du mal. On se paie Ma Tête comme si J'étais un amusement ou un passe-temps. Mais Ma Justice, tôt ou tard, ridiculisera et punira sévèrement ceux qui se moquent ainsi de Moi. Tu dois prier et faire réparation pour leurs moqueries qui Me causent tant de peine, ces moqueries qui M'empêchent d'être reconnu pour ce que Je suis.» Plus tard, se montrant de nouveau à moi alors que j'étais complètement absorbée dans la Divine Volonté, Il me dit : «",Texte — Textes liés à la 15e Heure,P,Plus,,PASSION24.TEXT.RELATED_HOUR_15.BODY.P109,"Il y en a tant que J'en suis fatigué. Surtout quand, sous l'apparence du bien, on distille le poison du mal. On se paie Ma Tête comme si J'étais un amusement ou un passe-temps. Mais Ma Justice, tôt ou tard, ridiculisera et punira sévèrement ceux qui se moquent ainsi de Moi. Tu dois prier et faire réparation pour leurs moqueries qui Me causent tant de peine, ces moqueries qui M'empêchent d'être reconnu pour ce que Je suis.",427,PASSION24.TEXT.RELATED_HOUR_15.BODY.P109#R00,425,0,0,JESUS,426,14a5272c9efcfc0868a3374b0d78a77656e2d4e972cb750fed3df50efbf35865,426,425
140,PASSION24.TEXT.RELATED_HOUR_16.BODY.P047#R00,95e58102b9575508,140,140," Se jetant alors dans mes bras, Jésus fondit en larmes.",,"Il foule aux pieds Ma chair et ainsi il reste rempli de blessures. Oh ! Comme Je ressens cruellement le poids de l'ingratitude des hommes !» Se jetant alors dans mes bras, Jésus fondit en larmes.",Texte — Textes liés à la 16e Heure,S,Se,,PASSION24.TEXT.RELATED_HOUR_16.BODY.P047,Il foule aux pieds Ma chair et ainsi il reste rempli de blessures. Oh ! Comme Je ressens cruellement le poids de l'ingratitude des hommes !,141,PASSION24.TEXT.RELATED_HOUR_16.BODY.P047#R00,139,0,0,JESUS,140,ddb5c717e12022cc404c402303ca04a0713eb84d33134bfd6dfccd74047ce612,140,139
250,PASSION24.TEXT.RELATED_HOUR_16.BODY.P096#R00,863452864fb4d4ab,250,250," Qui pourrait décrire la manière de prier de Jésus et rappeler tout ce qu'Il a dit ! Ensuite, Il garda le silence et Il prit ma pauvre âme dans ses Mains en la palpant et l'examina",,"Mon Père, que ce Sang couvre leurs mains, afin que les actions mauvaises leur deviennent insupportables ! Que ce Sang circule dans notre Volonté éternelle pour ensuite couvrir toutes les créatures et les protéger devant les droits de notre Justice. » Qui pourrait décrire la manière de prier de Jésus et rappeler tout ce qu'Il a dit ! Ensuite, Il garda le silence et Il prit ma pauvre âme dans ses Mains en la palpant et l'examinant.",Texte — Textes liés à la 16e Heure,Q,Qui,,PASSION24.TEXT.RELATED_HOUR_16.BODY.P096,"Mon Père, que ce Sang couvre leurs mains, afin que les actions mauvaises leur deviennent insupportables ! Que ce Sang circule dans notre Volonté éternelle pour ensuite couvrir toutes les créatures et les protéger devant les droits de notre Justice.",251,PASSION24.TEXT.RELATED_HOUR_16.BODY.P096#R00,248,0,0,JESUS,250,3a7f439a0c61b604fde0482b742edab436bb676e4e68e92e8b81b2872f594f26,250,248
102,PASSION24.TEXT.RELATED_HOUR_17.BODY.P032#R00,76c1772c14da6945,102,102," Je regardais mon aimable Jésus et Je pouvais voir sa tête très sainte entourée d'épines, lesquelles pénétraient dans sa tête et en sortaient.",,"Non seulement Je sentais les épines, mais aussi le dégoût du péché que ces épines suscitaient en Moi.» Je regardais mon aimable Jésus et Je pouvais voir sa tête très sainte entourée d'épines, lesquelles pénétraient dans sa tête et en sortaient.",Texte — Textes liés à la 17e Heure,J,Je,,PASSION24.TEXT.RELATED_HOUR_17.BODY.P032,"Non seulement Je sentais les épines, mais aussi le dégoût du péché que ces épines suscitaient en Moi.",103,PASSION24.TEXT.RELATED_HOUR_17.BODY.P032#R00,101,0,0,JESUS,102,bb75e4e26bde7765cd903c29f131c1d35fffc9c9668505fe1ed73c854bca7890,102,101
51,PASSION24.TEXT.RELATED_HOUR_17.BODY.P050#R00,579574d069b3a612,51,51," Nous sommes partis et quand nous sommes arrivés à un endroit où il y avait beaucoup de gens, Jésus sortit Sa Tête de mon intérieur.",Jésus dit : «,"Jésus dit : «Allons, tu verras ce qu'elles feront.» Nous sommes partis et quand nous sommes arrivés à un endroit où il y avait beaucoup de gens, Jésus sortit Sa Tête de mon intérieur.",Texte — Textes liés à la 17e Heure,N,Nous,,PASSION24.TEXT.RELATED_HOUR_17.BODY.P050,"Allons, tu verras ce qu'elles feront.",52,PASSION24.TEXT.RELATED_HOUR_17.BODY.P050#R00,50,0,13,JESUS,51,b1556570f59acc497580c0ec527319b62fb9bc334f142cf20f7fe3ee92cab6e4,51,50
90,PASSION24.TEXT.RELATED_HOUR_17.BODY.P051#R00,60fd55abd9786685,90,90, «Voici l'Homme !»,Il répéta les paroles que Pilate avait dites en présentant Jésus au peuple : «,Il répéta les paroles que Pilate avait dites en présentant Jésus au peuple : «Ecce Homo !» «Voici l'Homme !»,Texte — Textes liés à la 17e Heure,«,«Voici,,PASSION24.TEXT.RELATED_HOUR_17.BODY.P051,Ecce Homo !,91,PASSION24.TEXT.RELATED_HOUR_17.BODY.P051#R00,89,0,78,JESUS,90,b685d871c1b8ebb60562d3f7e53aa46978f4a68429007c2a0482cf93359c5082,90,89
203,PASSION24.TEXT.RELATED_HOUR_17.BODY.P054#R00,ba1653992328bfa5,203,203," Sur ces mots, un murmure se fit entendre.","Combien de fois cette scène s'est répétée ! Alors, le Seigneur répéta à tous : «","Enlevez-Le, nous ne voulons pas de Lui. Même, crucifiez-Le, afin que toute mémoire de Lui soit détruite.» Oh ! Combien de fois cette scène s'est répétée ! Alors, le Seigneur répéta à tous : «Ecce Homo !» Sur ces mots, un murmure se fit entendre.",Texte — Textes liés à la 17e Heure,S,Sur,,PASSION24.TEXT.RELATED_HOUR_17.BODY.P054,Ecce Homo !,204,PASSION24.TEXT.RELATED_HOUR_17.BODY.P054#R00,202,0,191,JESUS,203,42d912e4cd5e106c63110b57aadab222f9359afdcab144b8de04701748d19e81,203,202
95,PASSION24.TEXT.RELATED_HOUR_17.BODY.P057#R00,2192d2cbad8f4524,95,95," Alors, nous nous sommes trouvés au milieu de prêtres, d'évêques, de religieux et de dévots.",,"Pourtant, cela n'est rien. Tournons-nous du côté des religieux et voyons s'ils veulent de Moi.» Alors, nous nous sommes trouvés au milieu de prêtres, d'évêques, de religieux et de dévots.",Texte — Textes liés à la 17e Heure,A,Alors,,PASSION24.TEXT.RELATED_HOUR_17.BODY.P057,"Pourtant, cela n'est rien. Tournons-nous du côté des religieux et voyons s'ils veulent de Moi.",96,PASSION24.TEXT.RELATED_HOUR_17.BODY.P057#R00,94,0,0,JESUS,95,ca2df7f69551cbbe7ab9ab2a0de7bdd3049e1a959ef38c28e2613a55e2198034,95,94
50,PASSION24.TEXT.RELATED_HOUR_17.BODY.P058#R00,4a943cb0513430df,50,50," Certains dirent : «Nous Le voulons, mais nous voulons aussi notre confort.» D'autres dirent : «Nous Le voulons, mais avec nos intérêts.» D'autres dirent : «Nous Le voulons, mais a","Avec une voix sonore, Jésus répéta : «","Avec une voix sonore, Jésus répéta : «Ecce Homo !» Certains dirent : «Nous Le voulons, mais nous voulons aussi notre confort.» D'autres dirent : «Nous Le voulons, mais avec nos intérêts.» D'autres dirent : «Nous Le voulons, mais avec l'estime et les honneurs. Que serait un religieux sans estime ?» D'autres dirent : «Nous Le voulons, mais avec quelques satisfactions avec les créatures. Comment peut-on vivre seul et sans personne pour nous satisfaire ?» Certains arrivaient à vouloir au moins quelque satisfaction dans le sacrement de la confession.",Texte — Textes liés à la 17e Heure,C,Certains,,PASSION24.TEXT.RELATED_HOUR_17.BODY.P058,Ecce Homo !,51,PASSION24.TEXT.RELATED_HOUR_17.BODY.P058#R00,49,0,38,JESUS,50,cd60b2ae15588ce08032d6162959ed7a01568206d3154ef5c2fa960aff0d972e,50,49
,PASSION24.TEXT.RELATED_HOUR_17.BODY.P073#R00,fab8c69730faf4cc,,, ;,,Et Je ressentis autant de morts que le nombre de cris «Crucifie-Le» ;,Texte — Textes liés à la 17e Heure,;,,,PASSION24.TEXT.RELATED_HOUR_17.BODY.P073,Et Je ressentis autant de morts que le nombre de cris «Crucifie-Le»,68,PASSION24.TEXT.RELATED_HOUR_17.BODY.P073#R00,67,0,0,JESUS,53|67,70e33876c8f3932f34f7140d7d53b70ff347a5a0825dd92586c5eca9e5fe9f5d,67,67
,PASSION24.TEXT.RELATED_HOUR_17.BODY.P141#R00,041360e8ee230c7d,,," """,,"Ma fille, dis-Moi, quel est-Il ton idéal, ton objectif ? """,Texte — Textes liés à la 17e Heure,"""","""",,PASSION24.TEXT.RELATED_HOUR_17.BODY.P141,"Ma fille, dis-Moi, quel est-Il ton idéal, ton objectif ?",57,PASSION24.TEXT.RELATED_HOUR_17.BODY.P141#R00,56,0,0,JESUS,,53c7855fdaf433deaaeaa1a9085d00b419136d241f43f61c6202433dbec15471,56,56
274,PASSION24.TEXT.RELATED_HOUR_18.BODY.P072#R00,ae2f5d979e304c92,274,274," Je lui dis : «Mais, Jésus très saint, après le grand sacrifice que j'avais fait, ces gens s'en allaient faire du commérage. L'obéissance a justement interdit la venue de ces gens.",,"Quant à toi, Je t'ai donné beaucoup de Lumière sur les voies intérieures et Je t'ai fait comprendre la Vérité sur les vraies Vertus et le vrai Amour. Ainsi Je pouvais par ta bouche faire comprendre aux autres la Vérité sur les vrais chemins des Vertus. Je M'en réjouissais.» Je lui dis : «Mais, Jésus très saint, après le grand sacrifice que j'avais fait, ces gens s'en allaient faire du commérage. L'obéissance a justement interdit la venue de ces gens.»",Texte — Textes liés à la 18e Heure,J,Je,,PASSION24.TEXT.RELATED_HOUR_18.BODY.P072,"Quant à toi, Je t'ai donné beaucoup de Lumière sur les voies intérieures et Je t'ai fait comprendre la Vérité sur les vraies Vertus et le vrai Amour. Ainsi Je pouvais par ta bouche faire comprendre aux autres la Vérité sur les vrais chemins des Vertus. Je M'en réjouissais.",275,PASSION24.TEXT.RELATED_HOUR_18.BODY.P072#R00,273,0,0,JESUS,274,c780030c61d806fb214e5a67a98969e19c9cd7c892b46c024ab0bcbdb09f21a0,274,273
151,PASSION24.TEXT.RELATED_HOUR_19.BODY.P067#R00,8d29b3537c37a0a8,151,151, Seul Jésus sait ce que j'ai alors souffert.,,"Ma fille, sois patiente, tu vas souffrir davantage. C'est la souffrance la plus pénible. Mais c'est ton Jésus, ta Vie, qui veut ce soulagement de toi.» Seul Jésus sait ce que j'ai alors souffert.",Texte — Textes liés à la 19e Heure,S,Seul,,PASSION24.TEXT.RELATED_HOUR_19.BODY.P067,"Ma fille, sois patiente, tu vas souffrir davantage. C'est la souffrance la plus pénible. Mais c'est ton Jésus, ta Vie, qui veut ce soulagement de toi.",152,PASSION24.TEXT.RELATED_HOUR_19.BODY.P067#R00,150,0,0,JESUS,151,4577dc869f43e580bf03ae45452b3ffbb54d92e9791b5891f7a7bec34161574f,151,150
317,PASSION24.TEXT.RELATED_HOUR_19.BODY.P074#R00,9077a8c6ef098c8c,317,317," En disant cela, Il continua de souffler.",,"Le mal est si répandu que ces deux feux sont prêts à s'unir et la peine que Je t'ai fait éprouver se place entre ces deux feux pour les empêcher de s'unir. Si ce n'était pas de cela, la pauvre humanité tout entière connaîtrait sa fin. C'est pourquoi, laisse-Moi continuer ; Je serai avec toi pour te donner la force.» En disant cela, Il continua de souffler.",Texte — Textes liés à la 19e Heure,E,En,,PASSION24.TEXT.RELATED_HOUR_19.BODY.P074,"Le mal est si répandu que ces deux feux sont prêts à s'unir et la peine que Je t'ai fait éprouver se place entre ces deux feux pour les empêcher de s'unir. Si ce n'était pas de cela, la pauvre humanité tout entière connaîtrait sa fin. C'est pourquoi, laisse-Moi continuer ; Je serai avec toi pour te donner la force.",318,PASSION24.TEXT.RELATED_HOUR_19.BODY.P074#R00,316,0,0,JESUS,317,4b42e11860cc612072e8b64ca52279ec1e2a12676daaeced1141e195ae565c42,317,316
105,PASSION24.TEXT.RELATED_HOUR_20.BODY.P015#R00,5c0c196ea0b59b8c,105,105," Plus tard, en recevant l'absolution de mon confesseur, je me disais : «",,"Je vais déposer en toi tout ce que la Volonté suprême a fait en Moi afin que tu puisses tout reproduire.» Plus tard, en recevant l'absolution de mon confesseur, je me disais : «",Texte — Textes liés à la 20e Heure,P,Plus,,PASSION24.TEXT.RELATED_HOUR_20.BODY.P015,Je vais déposer en toi tout ce que la Volonté suprême a fait en Moi afin que tu puisses tout reproduire.,106,PASSION24.TEXT.RELATED_HOUR_20.BODY.P015#R00,104,0,0,JESUS,105,4975b104698e473048735269834389242d97d5f24a3d35b6880238972eda3e3a,105,104
108,PASSION24.TEXT.RELATED_HOUR_20.BODY.P023#R00,b45dbd944c3c8076,108,108," Puis, Il disparut. Quelques heures plus tard, Il revint et ajouta : «",,"Étant dans Ma Volonté, le Ciel est l'écho de tous Mes actes, c'est-à-dire qu'il répète tout ce que Je fais.» Puis, Il disparut. Quelques heures plus tard, Il revint et ajouta : «",Texte — Textes liés à la 20e Heure,P,Puis,,PASSION24.TEXT.RELATED_HOUR_20.BODY.P023,"Étant dans Ma Volonté, le Ciel est l'écho de tous Mes actes, c'est-à-dire qu'il répète tout ce que Je fais.",109,PASSION24.TEXT.RELATED_HOUR_20.BODY.P023#R00,107,0,0,JESUS,108,aad0576b9088c062d9a47e893f8f3b1d1514d71113f6460583bf50207371f6f4,108,107
313,PASSION24.TEXT.RELATED_HOUR_20.BODY.P024#R00,7563b9f76d383404,313,313," Cela dit, Il approcha sa Bouche de la mienne et, presque en tremblant, je Lui donnai mon baiser. Celui-ci produisit un Son harmonieux jamais entendu auparavant, qui s'éleva très h",,"Ma fille, rends-Moi le baiser que Je t'ai donné. Car tout le Ciel, Ma Mère, le Père céleste et l'Esprit Saint attendent ce retour. En effet, comme, à travers Ma Volonté, un acte issu d'Eux a rejoint une créature en exil, ils languissent après un retour de la part de cette créature, à travers cette même Volonté.» Cela dit, Il approcha sa Bouche de la mienne et, presque en tremblant, je Lui donnai mon baiser. Celui-ci produisit un Son harmonieux jamais entendu auparavant, qui s'éleva très haut et se diffusa sur toutes les choses et toutes les créatures. Ensuite, avec un amour inexprimable, Il me dit : «",Texte — Textes liés à la 20e Heure,C,Cela,,PASSION24.TEXT.RELATED_HOUR_20.BODY.P024,"Ma fille, rends-Moi le baiser que Je t'ai donné. Car tout le Ciel, Ma Mère, le Père céleste et l'Esprit Saint attendent ce retour. En effet, comme, à travers Ma Volonté, un acte issu d'Eux a rejoint une créature en exil, ils languissent après un retour de la part de cette créature, à travers cette même Volonté.",314,PASSION24.TEXT.RELATED_HOUR_20.BODY.P024#R00,312,0,0,JESUS,313,f06b85ef7b574bc100e894d80bb6ea09b0fc5741720b0a897f362a6e5fe8cf2f,313,312
413,PASSION24.TEXT.RELATED_HOUR_20.BODY.P028#R00,a9b604580336ffe3,413,413," Ensuite, Il disparut. Quant à moi, je me fusionnai dans la Volonté Divine en m'attristant pour chacune des offenses faites à mon Jésus par les humains, du premier homme venu sur l",,"Un tel acte doit avoir un retour, sans quoi, tous auraient de la peine en constatant qu'un Acte divin auquel ils ont participé n'a pas eu de retour. À l'instar d'un fort son de cloche, un Acte fait dans Ma Volonté attire d'abord l'attention de tous, puis se répète et se répète avec douceur. À travers lui, tous décèlent une âme agissant dans Ma Volonté et elles reçoivent la gloire et l'honneur d'un Acte divin.» Ensuite, Il disparut. Quant à moi, je me fusionnai dans la Volonté Divine en m'attristant pour chacune des offenses faites à mon Jésus par les humains, du premier homme venu sur la terre jusqu'au dernier qui y viendra en demandant pardon pour ces offenses.",Texte — Textes liés à la 20e Heure,E,Ensuite,,PASSION24.TEXT.RELATED_HOUR_20.BODY.P028,"Un tel acte doit avoir un retour, sans quoi, tous auraient de la peine en constatant qu'un Acte divin auquel ils ont participé n'a pas eu de retour. À l'instar d'un fort son de cloche, un Acte fait dans Ma Volonté attire d'abord l'attention de tous, puis se répète et se répète avec douceur. À travers lui, tous décèlent une âme agissant dans Ma Volonté et elles reçoivent la gloire et l'honneur d'un Acte divin.",414,PASSION24.TEXT.RELATED_HOUR_20.BODY.P028#R00,412,0,0,JESUS,413,0b59ba62e1fc1dfa47778bc6c91b1435e901f8a5378f09b843ef655ed05a584b,413,412
